passer_player_name,receiver_player_name,pass_location,passResult,pass_count,I,C,IN,total_passes,C %,I %,S %,IN %,R %,right %,left %,middle %,C right %,C left %,C middle %,I right %,I left %,I middle %,S right %,S left %,S middle %,IN right %,IN left %,IN middle %,R right %,R left %,R middle %
J.Hurts,D.Goedert,left,I,2,10,37,0,47,78.72,21.28,0.0,0.0,0.0,0.0,4.26,0.0,0.0,0.0,0.0,0.0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,D.Goedert,middle,C,8,10,37,0,47,78.72,21.28,0.0,0.0,0.0,0.0,0.0,17.02,0.0,0.0,17.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,D.Goedert,middle,I,3,10,37,0,47,78.72,21.28,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,D.Goedert,right,C,12,10,37,0,47,78.72,21.28,0.0,0.0,0.0,25.53,0.0,0.0,25.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,D.Goedert,right,I,5,10,37,0,47,78.72,21.28,0.0,0.0,0.0,10.64,0.0,0.0,0.0,0.0,0.0,10.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,D.Smith,left,C,19,11,40,0,51,78.43,21.57,0.0,0.0,0.0,0.0,37.25,0.0,0.0,37.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,D.Smith,left,I,1,11,40,0,51,78.43,21.57,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,D.Smith,middle,C,7,11,40,0,51,78.43,21.57,0.0,0.0,0.0,0.0,0.0,13.73,0.0,0.0,13.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,D.Smith,middle,I,3,11,40,0,51,78.43,21.57,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,D.Smith,right,C,14,11,40,0,51,78.43,21.57,0.0,0.0,0.0,27.45,0.0,0.0,27.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,D.Smith,right,I,7,11,40,0,51,78.43,21.57,0.0,0.0,0.0,13.73,0.0,0.0,0.0,0.0,0.0,13.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,G.Calcaterra,left,C,1,0,1,0,1,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,J.Stoll,left,I,1,2,3,0,5,60.0,40.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,J.Stoll,middle,I,1,2,3,0,5,60.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,J.Stoll,right,C,3,2,3,0,5,60.0,40.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,K.Gainwell,left,C,2,3,8,1,12,66.67,25.0,0.0,8.33,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,K.Gainwell,left,I,3,3,8,1,12,66.67,25.0,0.0,8.33,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,K.Gainwell,middle,C,2,3,8,1,12,66.67,25.0,0.0,8.33,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,K.Gainwell,right,C,4,3,8,1,12,66.67,25.0,0.0,8.33,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,K.Gainwell,right,IN,1,3,8,1,12,66.67,25.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0
J.Hurts,M.Sanders,left,C,6,2,10,0,12,83.33,16.67,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,M.Sanders,left,I,1,2,10,0,12,83.33,16.67,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,M.Sanders,middle,C,1,2,10,0,12,83.33,16.67,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,M.Sanders,right,C,3,2,10,0,12,83.33,16.67,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,M.Sanders,right,I,1,2,10,0,12,83.33,16.67,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,N.Togiai,left,I,1,1,0,0,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,Q.Watkins,left,C,5,5,8,0,13,61.54,38.46,0.0,0.0,0.0,0.0,38.46,0.0,0.0,38.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,Q.Watkins,left,I,1,5,8,0,13,61.54,38.46,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,Q.Watkins,middle,C,1,5,8,0,13,61.54,38.46,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,Q.Watkins,middle,I,1,5,8,0,13,61.54,38.46,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,Q.Watkins,right,C,2,5,8,0,13,61.54,38.46,0.0,0.0,0.0,15.38,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,Q.Watkins,right,I,3,5,8,0,13,61.54,38.46,0.0,0.0,0.0,23.08,0.0,0.0,0.0,0.0,0.0,23.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,Z.Pascal,left,C,4,0,6,1,7,85.71,0.0,0.0,14.29,0.0,0.0,57.14,0.0,0.0,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Hurts,Z.Pascal,left,IN,1,0,6,1,7,85.71,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0
J.Hurts,Z.Pascal,right,C,2,0,6,1,7,85.71,0.0,0.0,14.29,0.0,28.57,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
