passer_player_name,receiver_player_name,pass_location,passResult,pass_count,C,I,IN,total_passes,C %,I %,S %,IN %,R %,right %,left %,middle %,C right %,C left %,C middle %,I right %,I left %,I middle %,S right %,S left %,S middle %,IN right %,IN left %,IN middle %,R right %,R left %,R middle %
K.Cousins,A.Thielen,right,C,15,37,16,2,55,67.27,29.09,0.0,3.64,0.0,27.27,0.0,0.0,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,A.Thielen,right,I,9,37,16,2,55,67.27,29.09,0.0,3.64,0.0,16.36,0.0,0.0,0.0,0.0,0.0,16.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,A.Thielen,right,IN,1,37,16,2,55,67.27,29.09,0.0,3.64,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0
K.Cousins,B.Ellefson,left,C,1,3,0,0,3,100.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,B.Ellefson,right,C,2,3,0,0,3,100.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,C.Ham,left,C,1,3,2,0,5,60.0,40.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,C.Ham,left,I,1,3,2,0,5,60.0,40.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,C.Ham,right,C,2,3,2,0,5,60.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,C.Ham,right,I,1,3,2,0,5,60.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,D.Cook,left,C,10,16,9,0,25,64.0,36.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,D.Cook,left,I,3,16,9,0,25,64.0,36.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,D.Cook,middle,C,2,16,9,0,25,64.0,36.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,D.Cook,middle,I,4,16,9,0,25,64.0,36.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,D.Cook,right,C,4,16,9,0,25,64.0,36.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,D.Cook,right,I,2,16,9,0,25,64.0,36.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,I.Smith,left,C,9,22,10,1,33,66.67,30.3,0.0,3.03,0.0,0.0,27.27,0.0,0.0,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,I.Smith,left,I,2,22,10,1,33,66.67,30.3,0.0,3.03,0.0,0.0,6.06,0.0,0.0,0.0,0.0,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,I.Smith,middle,C,3,22,10,1,33,66.67,30.3,0.0,3.03,0.0,0.0,0.0,9.09,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,I.Smith,middle,I,3,22,10,1,33,66.67,30.3,0.0,3.03,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,I.Smith,right,C,10,22,10,1,33,66.67,30.3,0.0,3.03,0.0,30.3,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,I.Smith,right,I,5,22,10,1,33,66.67,30.3,0.0,3.03,0.0,15.15,0.0,0.0,0.0,0.0,0.0,15.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,I.Smith,right,IN,1,22,10,1,33,66.67,30.3,0.0,3.03,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0
K.Cousins,J.Jefferson,left,C,24,55,21,3,79,69.62,26.58,0.0,3.8,0.0,0.0,30.38,0.0,0.0,30.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,J.Jefferson,left,I,9,55,21,3,79,69.62,26.58,0.0,3.8,0.0,0.0,11.39,0.0,0.0,0.0,0.0,0.0,11.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,J.Jefferson,left,IN,1,55,21,3,79,69.62,26.58,0.0,3.8,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0
K.Cousins,J.Jefferson,middle,C,11,55,21,3,79,69.62,26.58,0.0,3.8,0.0,0.0,0.0,13.92,0.0,0.0,13.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,J.Jefferson,middle,I,2,55,21,3,79,69.62,26.58,0.0,3.8,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,J.Jefferson,middle,IN,1,55,21,3,79,69.62,26.58,0.0,3.8,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0
K.Cousins,J.Jefferson,right,C,20,55,21,3,79,69.62,26.58,0.0,3.8,0.0,25.32,0.0,0.0,25.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,J.Jefferson,right,I,10,55,21,3,79,69.62,26.58,0.0,3.8,0.0,12.66,0.0,0.0,0.0,0.0,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,J.Jefferson,right,IN,1,55,21,3,79,69.62,26.58,0.0,3.8,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0
K.Cousins,J.Mundt,left,C,2,13,2,0,15,86.67,13.33,0.0,0.0,0.0,0.0,13.33,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,J.Mundt,left,I,1,13,2,0,15,86.67,13.33,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,J.Mundt,middle,C,3,13,2,0,15,86.67,13.33,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,J.Mundt,right,C,8,13,2,0,15,86.67,13.33,0.0,0.0,0.0,53.33,0.0,0.0,53.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,J.Mundt,right,I,1,13,2,0,15,86.67,13.33,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,J.Reagor,left,I,1,2,2,0,4,50.0,50.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,J.Reagor,middle,C,1,2,2,0,4,50.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,J.Reagor,right,C,1,2,2,0,4,50.0,50.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,J.Reagor,right,I,1,2,2,0,4,50.0,50.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,K.Osborn,left,C,9,21,11,0,32,65.62,34.38,0.0,0.0,0.0,0.0,28.12,0.0,0.0,28.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,K.Osborn,left,I,6,21,11,0,32,65.62,34.38,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,K.Osborn,middle,C,5,21,11,0,32,65.62,34.38,0.0,0.0,0.0,0.0,0.0,15.62,0.0,0.0,15.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,K.Osborn,middle,I,3,21,11,0,32,65.62,34.38,0.0,0.0,0.0,0.0,0.0,9.38,0.0,0.0,0.0,0.0,0.0,9.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,K.Osborn,right,C,7,21,11,0,32,65.62,34.38,0.0,0.0,0.0,21.88,0.0,0.0,21.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,K.Osborn,right,I,2,21,11,0,32,65.62,34.38,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,T.Hockenson,left,C,1,7,0,0,7,100.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,T.Hockenson,middle,C,5,7,0,0,7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,71.43,0.0,0.0,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Cousins,T.Hockenson,right,C,1,7,0,0,7,100.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
