passer_player_name,receiver_player_name,pass_location,passResult,pass_count,C,I,IN,total_passes,C %,I %,S %,IN %,R %,right %,left %,middle %,C right %,C left %,C middle %,I right %,I left %,I middle %,S right %,S left %,S middle %,IN right %,IN left %,IN middle %,R right %,R left %,R middle %
J.Flacco,E.Moore,right,C,2,12,9,0,21,57.14,42.86,0.0,0.0,0.0,9.52,0.0,0.0,9.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,E.Moore,right,I,5,12,9,0,21,57.14,42.86,0.0,0.0,0.0,23.81,0.0,0.0,0.0,0.0,0.0,23.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,G.Wilson,left,C,7,17,13,0,30,56.67,43.33,0.0,0.0,0.0,0.0,23.33,0.0,0.0,23.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,G.Wilson,left,I,5,17,13,0,30,56.67,43.33,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,G.Wilson,middle,C,6,17,13,0,30,56.67,43.33,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,G.Wilson,middle,I,2,17,13,0,30,56.67,43.33,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,G.Wilson,right,C,4,17,13,0,30,56.67,43.33,0.0,0.0,0.0,13.33,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,G.Wilson,right,I,6,17,13,0,30,56.67,43.33,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,J.Ruckert,right,I,1,0,1,0,1,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,L.Cager,middle,IN,1,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
J.Flacco,Mi.Carter,left,C,6,12,2,0,14,85.71,14.29,0.0,0.0,0.0,0.0,42.86,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,Mi.Carter,left,I,1,12,2,0,14,85.71,14.29,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,Mi.Carter,middle,C,1,12,2,0,14,85.71,14.29,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,Mi.Carter,middle,I,1,12,2,0,14,85.71,14.29,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,Mi.Carter,right,C,5,12,2,0,14,85.71,14.29,0.0,0.0,0.0,35.71,0.0,0.0,35.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,T.Conklin,left,C,3,18,5,0,23,78.26,21.74,0.0,0.0,0.0,0.0,13.04,0.0,0.0,13.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,T.Conklin,left,I,1,18,5,0,23,78.26,21.74,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,T.Conklin,middle,C,1,18,5,0,23,78.26,21.74,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,T.Conklin,middle,I,1,18,5,0,23,78.26,21.74,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,T.Conklin,right,C,14,18,5,0,23,78.26,21.74,0.0,0.0,0.0,60.87,0.0,0.0,60.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,T.Conklin,right,I,3,18,5,0,23,78.26,21.74,0.0,0.0,0.0,13.04,0.0,0.0,0.0,0.0,0.0,13.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,T.Johnson,middle,I,1,1,2,0,3,33.33,66.67,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,T.Johnson,right,C,1,1,2,0,3,33.33,66.67,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Flacco,T.Johnson,right,I,1,1,2,0,3,33.33,66.67,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,B.Berrios,left,C,3,7,3,0,10,70.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,B.Berrios,middle,C,1,7,3,0,10,70.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,B.Berrios,middle,I,1,7,3,0,10,70.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,B.Berrios,right,C,3,7,3,0,10,70.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,B.Berrios,right,I,2,7,3,0,10,70.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,Br.Hall,left,C,3,6,4,0,10,60.0,40.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,Br.Hall,left,I,1,6,4,0,10,60.0,40.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,Br.Hall,middle,C,1,6,4,0,10,60.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,Br.Hall,right,C,2,6,4,0,10,60.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,Br.Hall,right,I,3,6,4,0,10,60.0,40.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,C.Davis,left,C,2,9,6,0,15,60.0,40.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,C.Davis,left,I,1,9,6,0,15,60.0,40.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,C.Davis,middle,C,1,9,6,0,15,60.0,40.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,C.Davis,middle,I,3,9,6,0,15,60.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,C.Davis,right,C,6,9,6,0,15,60.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,C.Davis,right,I,2,9,6,0,15,60.0,40.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,C.Uzomah,left,C,4,9,1,0,10,90.0,10.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,C.Uzomah,middle,C,3,9,1,0,10,90.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,C.Uzomah,middle,I,1,9,1,0,10,90.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,C.Uzomah,right,C,2,9,1,0,10,90.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,D.Mims,left,I,2,4,5,0,9,44.44,55.56,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,D.Mims,middle,C,1,4,5,0,9,44.44,55.56,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,D.Mims,middle,I,2,4,5,0,9,44.44,55.56,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,D.Mims,right,C,3,4,5,0,9,44.44,55.56,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,D.Mims,right,I,1,4,5,0,9,44.44,55.56,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,E.Moore,left,I,1,4,5,0,9,44.44,55.56,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,E.Moore,middle,C,1,4,5,0,9,44.44,55.56,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,E.Moore,middle,I,1,4,5,0,9,44.44,55.56,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,E.Moore,right,C,3,4,5,0,9,44.44,55.56,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,E.Moore,right,I,3,4,5,0,9,44.44,55.56,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,G.Wilson,left,C,7,24,11,0,35,68.57,31.43,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,G.Wilson,left,I,5,24,11,0,35,68.57,31.43,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,G.Wilson,middle,C,7,24,11,0,35,68.57,31.43,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,G.Wilson,middle,I,2,24,11,0,35,68.57,31.43,0.0,0.0,0.0,0.0,0.0,5.71,0.0,0.0,0.0,0.0,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,G.Wilson,right,C,10,24,11,0,35,68.57,31.43,0.0,0.0,0.0,28.57,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,G.Wilson,right,I,4,24,11,0,35,68.57,31.43,0.0,0.0,0.0,11.43,0.0,0.0,0.0,0.0,0.0,11.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,J.Robinson,right,C,2,2,1,0,3,66.67,33.33,0.0,0.0,0.0,66.67,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,J.Robinson,right,I,1,2,1,0,3,66.67,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,J.Smith,left,C,2,3,1,1,5,60.0,20.0,0.0,20.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,J.Smith,left,IN,1,3,1,1,5,60.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
Z.Wilson,J.Smith,middle,C,1,3,1,1,5,60.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,J.Smith,right,I,1,3,1,1,5,60.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,Mi.Carter,left,C,3,12,4,0,16,75.0,25.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,Mi.Carter,left,I,1,12,4,0,16,75.0,25.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,Mi.Carter,middle,C,1,12,4,0,16,75.0,25.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,Mi.Carter,middle,I,1,12,4,0,16,75.0,25.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,Mi.Carter,right,C,8,12,4,0,16,75.0,25.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,Mi.Carter,right,I,2,12,4,0,16,75.0,25.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,T.Conklin,left,C,2,15,9,2,26,57.69,34.62,0.0,7.69,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,T.Conklin,left,I,4,15,9,2,26,57.69,34.62,0.0,7.69,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,T.Conklin,middle,C,8,15,9,2,26,57.69,34.62,0.0,7.69,0.0,0.0,0.0,30.77,0.0,0.0,30.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,T.Conklin,middle,I,3,15,9,2,26,57.69,34.62,0.0,7.69,0.0,0.0,0.0,11.54,0.0,0.0,0.0,0.0,0.0,11.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,T.Conklin,right,C,5,15,9,2,26,57.69,34.62,0.0,7.69,0.0,19.23,0.0,0.0,19.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,T.Conklin,right,I,2,15,9,2,26,57.69,34.62,0.0,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,T.Conklin,right,IN,2,15,9,2,26,57.69,34.62,0.0,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0
Z.Wilson,T.Johnson,middle,C,1,1,1,1,3,33.33,33.33,0.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.Wilson,T.Johnson,middle,IN,1,1,1,1,3,33.33,33.33,0.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
Z.Wilson,T.Johnson,right,I,1,1,1,1,3,33.33,33.33,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
