passer_player_name,receiver_player_name,pass_location,passResult,pass_count,I,C,IN,total_passes,C %,I %,S %,IN %,R %,right %,left %,middle %,C right %,C left %,C middle %,I right %,I left %,I middle %,S right %,S left %,S middle %,IN right %,IN left %,IN middle %,R right %,R left %,R middle %
B.Rypien,L.Murray,middle,C,1,1,2,0,3,66.67,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Rypien,L.Murray,right,C,1,1,2,0,3,66.67,33.33,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Rypien,L.Murray,right,I,1,1,2,0,3,66.67,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Rypien,M.Gordon,left,C,1,2,2,0,4,50.0,50.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Rypien,M.Gordon,left,I,1,2,2,0,4,50.0,50.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Rypien,M.Gordon,middle,C,1,2,2,0,4,50.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Rypien,M.Gordon,middle,I,1,2,2,0,4,50.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,A.Beck,left,C,1,2,3,0,5,60.0,40.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,A.Beck,left,I,2,2,3,0,5,60.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,A.Beck,right,C,2,2,3,0,5,60.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,A.Okwuegbunam,left,C,2,3,7,0,10,70.0,30.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,A.Okwuegbunam,middle,C,1,3,7,0,10,70.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,A.Okwuegbunam,middle,I,3,3,7,0,10,70.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,A.Okwuegbunam,right,C,4,3,7,0,10,70.0,30.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,C.Sutton,left,C,10,18,32,2,52,61.54,34.62,0.0,3.85,0.0,0.0,19.23,0.0,0.0,19.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,C.Sutton,left,I,8,18,32,2,52,61.54,34.62,0.0,3.85,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,C.Sutton,left,IN,1,18,32,2,52,61.54,34.62,0.0,3.85,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0
R.Wilson,C.Sutton,middle,C,8,18,32,2,52,61.54,34.62,0.0,3.85,0.0,0.0,0.0,15.38,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,C.Sutton,middle,I,5,18,32,2,52,61.54,34.62,0.0,3.85,0.0,0.0,0.0,9.62,0.0,0.0,0.0,0.0,0.0,9.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,C.Sutton,middle,IN,1,18,32,2,52,61.54,34.62,0.0,3.85,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0
R.Wilson,C.Sutton,right,C,14,18,32,2,52,61.54,34.62,0.0,3.85,0.0,26.92,0.0,0.0,26.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,C.Sutton,right,I,5,18,32,2,52,61.54,34.62,0.0,3.85,0.0,9.62,0.0,0.0,0.0,0.0,0.0,9.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,E.Saubert,left,C,1,6,7,0,13,53.85,46.15,0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,E.Saubert,left,I,2,6,7,0,13,53.85,46.15,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,E.Saubert,middle,C,4,6,7,0,13,53.85,46.15,0.0,0.0,0.0,0.0,0.0,30.77,0.0,0.0,30.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,E.Saubert,middle,I,2,6,7,0,13,53.85,46.15,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,E.Saubert,right,C,2,6,7,0,13,53.85,46.15,0.0,0.0,0.0,15.38,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,E.Saubert,right,I,2,6,7,0,13,53.85,46.15,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,E.Tomlinson,right,C,1,2,1,0,3,33.33,66.67,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,E.Tomlinson,right,I,2,2,1,0,3,33.33,66.67,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,G.Dulcich,left,C,1,2,6,0,8,75.0,25.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,G.Dulcich,left,I,1,2,6,0,8,75.0,25.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,G.Dulcich,middle,C,1,2,6,0,8,75.0,25.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,G.Dulcich,middle,I,1,2,6,0,8,75.0,25.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,G.Dulcich,right,C,4,2,6,0,8,75.0,25.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,J.Jeudy,left,C,8,19,20,0,39,51.28,48.72,0.0,0.0,0.0,0.0,20.51,0.0,0.0,20.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,J.Jeudy,left,I,10,19,20,0,39,51.28,48.72,0.0,0.0,0.0,0.0,25.64,0.0,0.0,0.0,0.0,0.0,25.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,J.Jeudy,middle,C,4,19,20,0,39,51.28,48.72,0.0,0.0,0.0,0.0,0.0,10.26,0.0,0.0,10.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,J.Jeudy,middle,I,6,19,20,0,39,51.28,48.72,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,J.Jeudy,right,C,8,19,20,0,39,51.28,48.72,0.0,0.0,0.0,20.51,0.0,0.0,20.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,J.Jeudy,right,I,3,19,20,0,39,51.28,48.72,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,J.Williams,left,C,6,6,16,0,22,72.73,27.27,0.0,0.0,0.0,0.0,27.27,0.0,0.0,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,J.Williams,middle,I,2,6,16,0,22,72.73,27.27,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,J.Williams,right,C,10,6,16,0,22,72.73,27.27,0.0,0.0,0.0,45.45,0.0,0.0,45.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,J.Williams,right,I,4,6,16,0,22,72.73,27.27,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,K.Hamler,left,C,2,3,6,1,10,60.0,30.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,K.Hamler,left,I,1,3,6,1,10,60.0,30.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,K.Hamler,left,IN,1,3,6,1,10,60.0,30.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
R.Wilson,K.Hamler,middle,C,2,3,6,1,10,60.0,30.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,K.Hamler,middle,I,1,3,6,1,10,60.0,30.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,K.Hamler,right,C,2,3,6,1,10,60.0,30.0,0.0,10.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,K.Hamler,right,I,1,3,6,1,10,60.0,30.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,K.Hinton,left,C,3,1,5,0,6,83.33,16.67,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,K.Hinton,middle,C,1,1,5,0,6,83.33,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,K.Hinton,right,C,1,1,5,0,6,83.33,16.67,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,K.Hinton,right,I,1,1,5,0,6,83.33,16.67,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,L.Murray,left,C,1,1,2,0,3,66.67,33.33,0.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,L.Murray,middle,C,1,1,2,0,3,66.67,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,L.Murray,right,I,1,1,2,0,3,66.67,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,M.Boone,left,C,4,6,6,0,12,50.0,50.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,M.Boone,left,I,3,6,6,0,12,50.0,50.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,M.Boone,middle,I,2,6,6,0,12,50.0,50.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,M.Boone,right,C,2,6,6,0,12,50.0,50.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,M.Boone,right,I,1,6,6,0,12,50.0,50.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,M.Gordon,left,C,2,3,14,0,17,82.35,17.65,0.0,0.0,0.0,0.0,11.76,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,M.Gordon,middle,C,5,3,14,0,17,82.35,17.65,0.0,0.0,0.0,0.0,0.0,29.41,0.0,0.0,29.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,M.Gordon,middle,I,2,3,14,0,17,82.35,17.65,0.0,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,M.Gordon,right,C,7,3,14,0,17,82.35,17.65,0.0,0.0,0.0,41.18,0.0,0.0,41.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,M.Gordon,right,I,1,3,14,0,17,82.35,17.65,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,M.Washington,left,I,1,1,3,0,4,75.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,M.Washington,right,C,3,1,3,0,4,75.0,25.0,0.0,0.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,R.Wilson,right,C,1,0,1,0,1,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,T.Cleveland,left,I,1,1,2,1,4,50.0,25.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,T.Cleveland,middle,C,2,1,2,1,4,50.0,25.0,0.0,25.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Wilson,T.Cleveland,middle,IN,1,1,2,1,4,50.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
