passer_player_name,receiver_player_name,pass_location,passResult,pass_count,C,I,IN,total_passes,C %,I %,S %,IN %,R %,right %,left %,middle %,C right %,C left %,C middle %,I right %,I left %,I middle %,S right %,S left %,S middle %,IN right %,IN left %,IN middle %,R right %,R left %,R middle %
B.Zappe,H.Henry,right,I,5,10,6,0,16,62.5,37.5,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,J.Meyers,left,C,5,13,1,0,14,92.86,7.14,0.0,0.0,0.0,0.0,35.71,0.0,0.0,35.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,J.Meyers,middle,C,1,13,1,0,14,92.86,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,J.Meyers,right,C,7,13,1,0,14,92.86,7.14,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,J.Meyers,right,I,1,13,1,0,14,92.86,7.14,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,J.Smith,right,C,3,3,1,0,4,75.0,25.0,0.0,0.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,J.Smith,right,I,1,3,1,0,4,75.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,K.Bourne,left,C,2,2,1,0,3,66.67,33.33,0.0,0.0,0.0,0.0,66.67,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,K.Bourne,right,I,1,2,1,0,3,66.67,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,L.Humphrey,right,C,1,1,0,0,1,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,N.Agholor,left,C,2,2,1,2,5,40.0,20.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,N.Agholor,middle,I,1,2,1,2,5,40.0,20.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,N.Agholor,middle,IN,2,2,1,2,5,40.0,20.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
B.Zappe,R.Stevenson,left,C,8,16,2,0,18,88.89,11.11,0.0,0.0,0.0,0.0,44.44,0.0,0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,R.Stevenson,middle,I,1,16,2,0,18,88.89,11.11,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,R.Stevenson,right,C,8,16,2,0,18,88.89,11.11,0.0,0.0,0.0,44.44,0.0,0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,R.Stevenson,right,I,1,16,2,0,18,88.89,11.11,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,T.Thornton,left,C,4,7,4,1,12,58.33,33.33,0.0,8.33,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,T.Thornton,left,I,2,7,4,1,12,58.33,33.33,0.0,8.33,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,T.Thornton,left,IN,1,7,4,1,12,58.33,33.33,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0
B.Zappe,T.Thornton,middle,I,1,7,4,1,12,58.33,33.33,0.0,8.33,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,T.Thornton,right,C,3,7,4,1,12,58.33,33.33,0.0,8.33,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Zappe,T.Thornton,right,I,1,7,4,1,12,58.33,33.33,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,D.Harris,left,C,2,9,3,0,12,75.0,25.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,D.Harris,left,I,2,9,3,0,12,75.0,25.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,D.Harris,middle,C,3,9,3,0,12,75.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,D.Harris,middle,I,1,9,3,0,12,75.0,25.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,D.Harris,right,C,4,9,3,0,12,75.0,25.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,D.Parker,left,C,2,6,5,4,15,40.0,33.33,0.0,26.67,0.0,0.0,13.33,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,D.Parker,left,I,4,6,5,4,15,40.0,33.33,0.0,26.67,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,D.Parker,left,IN,1,6,5,4,15,40.0,33.33,0.0,26.67,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0
M.Jones,D.Parker,middle,C,2,6,5,4,15,40.0,33.33,0.0,26.67,0.0,0.0,0.0,13.33,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,D.Parker,middle,IN,2,6,5,4,15,40.0,33.33,0.0,26.67,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0
M.Jones,D.Parker,right,C,2,6,5,4,15,40.0,33.33,0.0,26.67,0.0,13.33,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,D.Parker,right,I,1,6,5,4,15,40.0,33.33,0.0,26.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,D.Parker,right,IN,1,6,5,4,15,40.0,33.33,0.0,26.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0
M.Jones,H.Henry,left,C,3,9,2,0,11,81.82,18.18,0.0,0.0,0.0,0.0,27.27,0.0,0.0,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,H.Henry,left,I,1,9,2,0,11,81.82,18.18,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,H.Henry,middle,C,3,9,2,0,11,81.82,18.18,0.0,0.0,0.0,0.0,0.0,27.27,0.0,0.0,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,H.Henry,middle,I,1,9,2,0,11,81.82,18.18,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,H.Henry,right,C,3,9,2,0,11,81.82,18.18,0.0,0.0,0.0,27.27,0.0,0.0,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,J.Meyers,left,C,8,27,8,0,35,77.14,22.86,0.0,0.0,0.0,0.0,22.86,0.0,0.0,22.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,J.Meyers,left,I,5,27,8,0,35,77.14,22.86,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,J.Meyers,middle,C,9,27,8,0,35,77.14,22.86,0.0,0.0,0.0,0.0,0.0,25.71,0.0,0.0,25.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,J.Meyers,middle,I,1,27,8,0,35,77.14,22.86,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,J.Meyers,right,C,10,27,8,0,35,77.14,22.86,0.0,0.0,0.0,28.57,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,J.Meyers,right,I,2,27,8,0,35,77.14,22.86,0.0,0.0,0.0,5.71,0.0,0.0,0.0,0.0,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,J.Smith,left,C,7,13,5,1,19,68.42,26.32,0.0,5.26,0.0,0.0,36.84,0.0,0.0,36.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,J.Smith,left,I,3,13,5,1,19,68.42,26.32,0.0,5.26,0.0,0.0,15.79,0.0,0.0,0.0,0.0,0.0,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,J.Smith,middle,C,3,13,5,1,19,68.42,26.32,0.0,5.26,0.0,0.0,0.0,15.79,0.0,0.0,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,J.Smith,middle,I,1,13,5,1,19,68.42,26.32,0.0,5.26,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,J.Smith,right,C,3,13,5,1,19,68.42,26.32,0.0,5.26,0.0,15.79,0.0,0.0,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,J.Smith,right,I,1,13,5,1,19,68.42,26.32,0.0,5.26,0.0,5.26,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,J.Smith,right,IN,1,13,5,1,19,68.42,26.32,0.0,5.26,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0
M.Jones,J.Taylor,middle,C,1,1,0,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,K.Bourne,left,C,4,10,2,2,14,71.43,14.29,0.0,14.29,0.0,0.0,28.57,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,K.Bourne,left,IN,1,10,2,2,14,71.43,14.29,0.0,14.29,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0
M.Jones,K.Bourne,middle,C,4,10,2,2,14,71.43,14.29,0.0,14.29,0.0,0.0,0.0,28.57,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,K.Bourne,middle,I,2,10,2,2,14,71.43,14.29,0.0,14.29,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,K.Bourne,middle,IN,1,10,2,2,14,71.43,14.29,0.0,14.29,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0
M.Jones,K.Bourne,right,C,2,10,2,2,14,71.43,14.29,0.0,14.29,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,L.Humphrey,left,I,1,1,2,0,3,33.33,66.67,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,L.Humphrey,middle,C,1,1,2,0,3,33.33,66.67,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,L.Humphrey,right,I,1,1,2,0,3,33.33,66.67,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,N.Agholor,left,C,3,12,3,0,15,80.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,N.Agholor,middle,C,4,12,3,0,15,80.0,20.0,0.0,0.0,0.0,0.0,0.0,26.67,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,N.Agholor,middle,I,1,12,3,0,15,80.0,20.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,N.Agholor,right,C,5,12,3,0,15,80.0,20.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,N.Agholor,right,I,2,12,3,0,15,80.0,20.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,R.Stevenson,left,C,8,17,6,0,23,73.91,26.09,0.0,0.0,0.0,0.0,34.78,0.0,0.0,34.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,R.Stevenson,left,I,3,17,6,0,23,73.91,26.09,0.0,0.0,0.0,0.0,13.04,0.0,0.0,0.0,0.0,0.0,13.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,R.Stevenson,middle,C,5,17,6,0,23,73.91,26.09,0.0,0.0,0.0,0.0,0.0,21.74,0.0,0.0,21.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,R.Stevenson,middle,I,1,17,6,0,23,73.91,26.09,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,R.Stevenson,right,C,4,17,6,0,23,73.91,26.09,0.0,0.0,0.0,17.39,0.0,0.0,17.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,R.Stevenson,right,I,2,17,6,0,23,73.91,26.09,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,T.Montgomery,left,C,1,3,1,0,4,75.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,T.Montgomery,left,I,1,3,1,0,4,75.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,T.Montgomery,right,C,2,3,1,0,4,75.0,25.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,T.Thornton,left,C,1,2,4,0,6,33.33,66.67,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,T.Thornton,left,I,3,2,4,0,6,33.33,66.67,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,T.Thornton,middle,I,1,2,4,0,6,33.33,66.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Jones,T.Thornton,right,C,1,2,4,0,6,33.33,66.67,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
